title,text_reviews_count,average_rating,description,authors,publisher,num_pages,publication_year,book_id,ratings_count,author_name,book_size
Linda's Kitchen: Simple and Inspiring Recipes for Meals Without Meat,9,4.21,"In this exciting new cookbook Linda McCartney welcomes the reader into her kitchen to share more of her tasty home cooking. In the six years since her first enormously successful vegetarian cookbook was published, there has been a huge increase in the number of people who choose not to eat meat. Linda's Kitchen, which contains over 200 delicious and inspiring new recipes, offers a blueprint for a vegetarian way of life but is also perfect for the thousands of people who are simply cutting down on meat for health reasons.
The recipes have evolved from the kind of good food Linda cooks for her family and friends. They are simple to prepare and wonderful to eat. The dishes are healthy too: nutritionally well balanced and low in saturated fats. Many are suitable for vegans.
For the newcomer to vegetarianism the seasonal menu-planning section, packed with ideas for different sorts of occasions - from family suppers to teenagers' parties, summer barbecues to a warming Sunday lunch - will show how easy it is to put together a vegetarian feast. The great recipes for Italian, Indian, Chinese and Mexican meals prove beyond a doubt that non-meat-eaters don't have to miss out on the fun of modern food.
This is the cookbook for the way we are today!",159238,,192.0,1995.0,944958,81,Linda McCartney,small
Nomadic Subjects,6,4.17,"Nomadic Subjectsargues for a new kind of philosophical thinking, one that would include the insights of feminism and abandon the hegemonic mode that is conventionally adopted in high theory.
Braidotti's personal, surprising, and lively prose insists on an integration of feminism in mainstream discourse. The essays explore problems that are central to current feminist debates including Western epistemology's relation to the ""woman question,"" feminism and biomedical ethics, European feminism, and how American feminists might relate to European movements.",54090,Columbia University Press,325.0,1994.0,862667,95,Rosi Braidotti,medium
"True Blood Omnibus 2: Dead to the World, Dead as a Doornail, Definitely Dead (Sookie Stackhouse, #4-6)",8,4.26,The second Sookie Stackhouse Omnibus: a book with bite!,17061,Gollancz,800.0,2010.0,7380106,517,Charlaine Harris,large
Coraline,9,4.03,"Hinter einer vermauerten Tur entdeckt Coraline einen verborgenen Weg in eine albtraumhafte Parallelwelt: Dort trifft sie ihre ,,andere Mutter"", ein Wesen mit glanzenden Knopfen anstelle der Augen, das sie freundlich umgarnt und das hungrig auf Coralines Seele blickt. Eine Reise an einen Ort voller skurriler Schrecken und ein Marchen vom Sieg uber die Angst.",1221698,,176.0,2009.0,5974606,58,Neil Gaiman,small
"One Piece, Volume 08: I Won't Die (One Piece, #8)",70,4.52,"If Luffy wants to get out of a year's worth of chore-boy duty on the oceangoing restaurant Baratie, he's got to rid the seas of the evil Don Krieg. Unfortunately, Krieg's armed to the teeth and aided by his ""Demon Man,"" Commander Gin. The battle takes a surprising turn as Krieg reveals his increasingly deadly military might! Meanwhile, Nami has sailed off on the Merry Go with treasure in tow, and she's headed to Arlong Park, home of creepy Captain Arlong and his Fish-Man Pirates. What business does Nami have at Arlong Park, anyway? Something fishy is going on and Luffy's crew just may be in over their heads!",208650,VIZ Media LLC,192.0,2005.0,364955,8137,Eiichiro Oda,small
"Splittet (Slettet, #2)",7,4.15,"Kyla burde ikke kunne huske noget, fra for hun blev SLETTET, men flere og flere skraemmende minder dukker op, og hun begynder at tvivle pa, hvem hun virkelig er.
Har hun vaeret med i en oprorsbevaegelse? Har hun deltaget i angreb mod 'Lorderne', som overvager befolkningen og holder landet i et jerngreb? Eller er hun en ganske anden?
Kyla foler, hun lever i en verden af logne og hemmeligheder, og der er ingen, hun tor stole pa. Slet ikke systemet, som haevder, at hendes bedste ven og kaereste Ben, er dod. Men er han nu ogsa det?
Da Kyla konfronteres med en tiltraekkende og farlige skikkelse fra sin fortid, hvirvles hun ind i voldsomme begivenheder, som tvinger hende til at beslutte sig for, hvem hun vil vaere.",5238854,Nyt Nordisk Forlag,299.0,2013.0,18458608,59,Teri Terry,small
Two Kisses for Maddy: A Memoir of Loss and Love,874,4.04,"Matt Logelin writes a courageous and searingly honest memoir about the first year of his life following the birth of his daughter and the death of his wife.
Matt and Liz Logelin were high school sweethearts. After years of long-distance dating, the pair finally settled together in Los Angeles, and they had it all: a perfect marriage, a gorgeous new home, and a baby girl on the way. Liz's pregnancy was rocky, but they welcomed Madeline, beautiful and healthy, into the world. Just twenty-seven hours later, Liz suffered a pulmonary embolism and died instantly, without ever holding the daughter whose arrival she had so eagerly awaited.
Though confronted with devastating grief and the responsibilities of a new and single father, Matt did not surrender to devastation; he chose to keep moving forward-to make a life for Maddy.
In this memoir, Matt shares bittersweet and often humorous anecdotes of his courtship and marriage to Liz; of relying on his newborn daughter for the support that she unknowingly provided; and of the extraordinary online community of strangers who have become his friends. In honoring Liz's legacy, heartache has become solace.",4116304,Grand Central Publishing,272.0,2011.0,9484793,6096,Matthew Logelin,small
"Faith of the Fallen (Sword of Truth, #6)",914,4.11,"There is an alternate cover edition .
As his beloved Kahlan lies close to death, Richard Rahl, who distrusts prophecy more than anyone, is confronted by a compelling vision - one that bears a terrible price. It would mean taking Kahlan away to safety while abandoning his people to a grim fate.
As savage hordes stand poised to invade their homeland, Richard and Kahlan's devotion, not only to each other but to their cause and their duty, is imperiled in the descending fury of war. Amid the turmoil, Nicci, a woman from Richard's past, haunted by her memory of him, makes a fateful decision. Despite Nicci's hunger to understand the source of Richard's indomitable will, her burning passion to destroy him commits her to the unthinkable.",3441,Tor,785.0,2001.0,121127,54327,Terry Goodkind,large
"High Five (Stephanie Plum, #5)",6,4.17,"What's Stephanie up to now?
Her Uncle Fred has disappeared. A body turns up in a garbage bag. She's got a nasty bookie following her around town. Grandma Mazur has her hands on the stun gun. Stephanie can't keep a car for more than forty-eight hours. Two men are trying to get her into bed. She has nothing to wear to the Mafia wedding. And there's an angry little man (don't call him a dwarf!) who won't leave her apartment.
Bail jumping in Trenton is down to small potatoes. Stephanie's only open case is a small bond for a small violation, committed by a small person who raises Stephanie's frustration level in big ways. So short of money and long on bills, Stephanie comes up with a plan--diversify! Signing on as an intern with entrepreneurial Super Bounty Hunter Ranger, Stephanie ventures into Ranger's mostly morally correct and marginally legal operations.
None of this makes vice cop Joe Morelli a happy man. The cop in him can't help but wonder as to the source of Stephanie's expensive new cars. And the rest of him, the man who's been friend and lover to Stephanie, can't help but wonder if there's more to the partnership than meets the eye.
The internship is downgraded to second priority when Uncle Fred goes missing. Even though Grandma Mazur is sure he was abducted by aliens, Stephanie sets out to look for Fred. He's a perfectly average senior citizen, and he's disappeared without a trace while running errands. He's left his ten-year-old Pontiac station wagon locked up nice and neat in the Grand Union parking lot, the cleaning is carefully arranged on the back seat, and his wife is at home, waiting for him to return with the bread and the milk and the olive loaf bologna. Locked in the top drawer of his desk are photos of a body, dismembered and stuffed into a garbage bag. And locked away in the computer files of a another average citizen are the clues that will lead Stephanie to Fred.",2384,,317.0,,7069357,71,Janet Evanovich,medium
"Dime Store Magic (Women of the Otherworld, #3)",56,4.07,"Paige Winterbourne was always either too young or too rebellious to succeed her mother as leader of one of the world's most powerful elite organizations- the American Coven of Witches. Now that she is twenty-three and her mother is dead, the Elders can no longer deny her. But even Paige's wildest antics can't hold a candle to those of her new charge- an orphan who is all too willing to use her budding powers for evil... and evil is all too willing to claim her. For this girl is being pursued by a dark faction of the supernatural underworld. They are a vicious group who will do anything to woo the young, malleable, and extremely powerful neophyte, including commit murder- and frame Paige for the crime. It's an initiation into adulthood, womanhood, and the brutal side of magic that Paige will have to do everything within her power to make sure they both survive.",7581,Orbit,462.0,2004.0,910155,569,Kelley Armstrong,medium
His Dark Materials,8,4.04,"From the novels by Philip Pullman, this brilliant adaptation by Nicholas Wright of His Dark Materials is sure to be a runaway success with your students - such is the popularity of the original trilogy which has earned wide literary acclaim. * Consists of the two critically acclaimed plays performed at the National Theatre both printed in one volume - thus offering exceptional value for money. * Invaluable teacher's notes and student drama activities written by Ruth Moore and Paul Bunyan, recognised experts in the area of Drama in English. * Philip Pullman worked closely with playwright Nicolas Wright to create the text, and both writers have contributed introductions to our edition. * The exciting, highly imaginative storyline, which captivates boys and girls alike, offers a wide range of textual and dramatic investigations. Parts for all the class, and ideal for smaller groups, with potential for interchangeable male/female roles.",13702,Heinemann Educational Secondary Division,320.0,,45491,84,Nicholas Wright,medium
"Accidental Theft (Stolen by the Alpha Wolf, #1.1)",60,4.28,"PART 1: Shifter/Vampire Serial
Stolen by the Alpha Wolf is a follow on to Chosen by the Vampire Kings. I strongly recommend that you read this 6 part serial first.
The arrogant vampire kings have always proclaimed themselves to be the rulers of all the non-humans making war between the species inevitable. In order to win, it is imperative that the shifters steal the chosen human female. The alpha wolf will take her for himself thus weakening the position of the bastard kings. No heirs means no future for the vampires.
Something Ward didn't bank on was that the yellow bellied elves would turn tail forcing the wolves to flee or face defeat.
In desperation, one of Ward's pack members grabs a female vampire taking her with him to the wolves' hideout deep in the mountains. The alpha is forced to take responsibility of the female until the dust settles...there are things that she may not find out about the shifters...things that would put them at further disadvantage against the vampires. In a few short days he'll take her back to Sweetwater himself. It soon becomes clear that being in such close proximity to this refined, delicately beautiful creature is pure torture. A few days suddenly feels like a lifetime. How he longs to be able to get under her skin and make her lose a little bit of that ironclad control she's so desperate to hold onto. It doesn't help that some of the shifters want her dead whilst others wouldn't mind taking her for themselves. Shifter females are in short supply.
Stephany watches her estranged mate being struck with arrow after silver tipped arrow while she is dragged away by one of the enemy. Lance falls to his knees, dying from his wounds, just as Stephany is knocked unconscious. After accidentally mating Lance twenty years ago, she has remained celibate ever since. So long she no longer even craves the touch of another, so long she doesn't even go into heat anymore. Forced to remain at the alphas side, her resolve is sorely tested. Suddenly she's feeling things she shouldn't be feeling, her own body is betraying her in worst of ways. She needs to stay strong. Especially since Ward is a wolf and she vampire...sworn enemies.
Accidental Theft is Part 1 of a 3 part serial and is approximately 26,000 words/104 pages. Make sure you read Chosen by the Vampire Kings first for the most enjoyment.
The Story Contains strong sexual themes/language and is not intended for readers under the age of 18.",7775152,Charlene Hartnady,83.0,2015.0,24128061,971,Charlene Hartnady,small
"Raising Our Children, Raising Ourselves",78,4.0,"An insightful and eloquent guide for parents who wish to raise their children with unconditional love, and empower them to be self-reliant, expressive, caring and able to form close human connections.
About the Author:
Naomi Aldort is a parenting and family counselor, writer and public speaker with clients on three continents. Her advice columns appear in parenting magazines around the world.",239958,Book Publishers Network,280.0,2006.0,425540,954,Naomi Aldort,small
"Poets in Hell (Heroes in Hell, #17)",9,4.83,"The best, the worst, and ugliest bards in perdition vie for Satan's favor as poets slam one another, Satan's Fallen Angels smirk up their sleeves, and the illiterati have their day.Find out why the damned deserve their fates as Hell's Hacks sink to new poetical depths.",121072,Perseid Press,410.0,2014.0,22605657,69,Janet E. Morris,medium
The Greatest Show on Earth: The Evidence for Evolution,62,4.16,"y`d rytshrd dwknz mw'lf hdh lktb mn kbr `lm lbywlwjy wlHywn fy njltr wy`ml 'stdh fy jm`@ 'wksfwrd. wqd dhsh dwknz lwjwd mthl hdhh lnsb@ mn mnkry Hqyq@ ltTwr wmn lmw'mnyn HrfyWaan bsfr ltkwyn b`tbrh mSdran lltrykh, wySf dwknz hw'l ""ltkwynyyn"" b'nhm ""mnkrw ltrykh"" lHqyqy, ldhy 'thbtth l`lwm lHdyth@. yshn dwknz fy hdh lktb hjwman `nyfan `l~ mnkry Hqyq@ ltTwr 'w mnkry ltrykh, wywDH bl'dl@ wlbrhyn ljzm@ rswkh Hqyq@ ltTwr wskhf@ mz`m mnkryh, wystmd 'dlth wbrhynh mn l'mthl@ lHy@ llntkhb lTby`y, wmn l'dl@ lwDH@ fy sjl lHfryt, wmn lTwl lhy' l`mr lkwn ldhy tm ltTwr fyh, km tqysh ls`t lTby`y@ mthl Hlqt l'shjr wlnZy'r lmsh`@. km 'n hnk 'dl@ Hsm@ mstmd@ mn `lm lwrthyt ljzyy'y@, ldhy ybHth wyqrn lwrthyt `l~ mstw~ ljzyy't lkymyy'y@ fy lky'nt lHy@.",1194,Free Press,470.0,2009.0,6359544,655,Richard Dawkins,medium
Orgueil et Préjugés,9,4.25,"Pour les Anglaises du XIXe siecle, hors du mariage, point de salut ! Romanesques en diable, les demeles de la caustique Elizabeth Bennett et du vaniteux Mr Darcy n'ont pas pris une ride ! Mais, il faut parfois savoir renoncer a son orgueil. Et accepter la tombee des masques pour voir clair dans la nuit. Un classique universel, drole et emouvant.",1265,10/18,379.0,2012.0,13415540,67,Jane Austen,medium
Mr. Worry: A Story About OCD,9,4.05,"Kevin can't get to sleep at night until he does many things. He checks under his bed for a light he knows isn't there, and then, a minute later, he checks again. Kevin wants to stop, but the worry thoughts keep coming.",286785,Albert Whitman  Company,32.0,2003.0,516334,54,Holly L. Niner,small
Goodnight Mister Tom. Michelle Magorian,6,4.28,"The gruff and surly Mr Thomas Oakley is less than pleased when he is landed with a scrawny little city boy as a guest, but because it is compulsory that each villager takes in an evacuee he reluctantly agrees. It soon becomes obvious to Mister Tom that young Willie Beech is hiding something, and as the pair begin to form an unlikely bond and Willie grows in stature and in confidence he begins to forget the past. But when he has to return to war-torn London to face his mother again he retreats into his shy and awkward ways once more. Goodnight Mister Tomis one of the most touching and powerful stories ever written. As the relationship between Willie and Tom begins to transform them both, Magorian's powerful yet gentle writing tugs at the heart, taking the reader on an incredibly emotional journey that never once stoops to unnecessary sentimentality. --Susan Harrison",93351,Puffin Books,304.0,2011.0,10517476,66,Michelle Magorian,medium
Samlade dikter: 1954–1996,6,4.23,"Alla Tomas Transtromers hittills utgivna diktsamlingar - i en volym fran debutboken ""17 dikter"" till och med ""Sorgegondolen"" som utkom 1996.",446692,Albert Bonniers Forlag,320.0,2001.0,865204,98,Tomas Transtromer,medium
"The Private School Murders (Confessions, #2)",853,4.06,"In the sequel to the #1 New York Timesbestseller Confessions of a Murder Suspect, James Patterson keeps the confessions coming breathlessly as Tandy Angel delves deeper into her own tumultuous history-and proves that she can rise above the sordid Angel legacy.
Wealthy young women are being murdered on Manhattan's exclusive Upper West Side, and the police aren't looking for answers in the right places. Enter Tandy Angel. The first case she cracked was the mystery of her parents' deaths. Now, while she's working to exonerate her brother of his glamorous girlfriend's homicide, she's driven to get involved in the West Side murder spree.
One of the recent victims was a student at Tandy's own elite school. She has a hunch it may be the work of a serial killer, but the NYPD isn't listening to her...and Tandy can't ignore the disturbing fact that she perfectly fits the profile of the killer's targets. Can she untangle the mysteries in time? Or will she be the next victim?",3780,jimmy patterson,448.0,2013.0,17333276,8288,James Patterson,medium
Buddhist Wisdom: The Diamond Sutra and The Heart Sutra,8,4.12,"A landmark publication when it first appeared in 1958, Buddhist Wisdom offered Western readers a unique combination of both The Diamond Sutra -- one of the cornerstone texts of Mahayana Buddhism -- and The Heart Sutra, perhaps the most important of all Buddhist texts, in a single authoritative volume. With its appearance in the Vintage Spiritual Classic series, this definitive translation by the Western scholar of Buddhism Edward Conze is now available to a new generation of readers.",147936,Vintage,127.0,2001.0,325116,94,Edward Conze,small
Salvation in Death,6,4.26,"Ancient church rituals meet cutting-edge crime-solving in the latest novel in the #1 ""New York Times""-bestselling series. In the year 2060, sophisticated investigative tools can help catch a killer. But there are some questions even the most advanced technologies cannot answer.",17065,Berkley Books,384.0,2008.0,9046251,65,J.D. Robb,medium
"Destined (Wings, #4)",7,4.19,"Laurel faces the fight of her life to save everything, and everyone, she loves. This is the final part of the extraordinary faerie tale which began in the bestselling novel Wingsdescribed by Stephenie Meyer as 'a remarkable debut'.
Laurel lived happily as an ordinary girl--until she discovered that she was a faerie. Since then her heart has been divided--Avalon or the human world? Safe reliable David or wild, charismatic Tamani? But now an enemy unlike any before, threatens Avalon and unless the faerie world can win out, there may be no choices left...
An extraordinary faerie tale of magic and mystery, romance and danger.",2096360,HarperCollins,356.0,2012.0,13406848,72,Aprilynne Pike,medium
"Council of Patriots (Corps Justice, #2)",74,4.19,"A beautiful woman butchered...
A Congressman blackmailed...
A secret cabal of Japanese imperialists...
A small group of retired politicians form to protect America. The Council of Patriots is born. Former Marine Cal Stokes, and his team at SSI, head to Las Vegas, to uncover an invisible enemy that threatens to infiltrate the Democratic National Convention. What is their endgame, and more importantly: Who is the American politician pulling the strings?
With assassins around every corner, and a supposed ally manipulating both sides, Stokes must carefully utilize his team and the Council to stop the rise of a new empire.",5806284,Corps Justice,230.0,2012.0,17163720,996,C.G. Cooper,small
